job,answer
giletière,"vêtements, lingerie,chaussures,literies"
journalier,"journaliers,entretien"
empl. C. F. F.,"employés pour tous,célibataires"
surveillant,administration publique
reprès.,commerce de détail
infirm.,employées pour le ménage et la ferme
économe à l’Hôpital,employées pour le ménage et la ferme
inspect. C. F. F.,administration publique
bur. postal,"agences,locations,consultations"
reprês.,réparations
agr.,employées pour le ménage et la ferme
ében.,"bois,liège,meubles"
nég.,"banques,établissements financiers"
g. de courses,"journaliers,entretien"
etud.,"agences,locations,consultations"
cafetier,"hôtellerie,restauration"
médéc.,"agences,locations,consultations"
boucher,produits alimentaires
ag. de pol.,administration publique
nég.,"banques,établissements financiers"
instît.,administration publique
thés,produits alimentaires
institutrice,"agences,locations,consultations"
voyag.,transports
empl. de banque,"banques,établissements financiers"
prof. de droit,bureaux de consultation
portier,"employés pour tous,célibataires"
direct.,administration publique
électr. CFF.,"gaz,eau,éléctricité"
ganterie,industrie textile
secrétaire,bureaux de consultation
coutel.,"bijouterie,gravure,frappe"
étud,administration publique
peintre,arts graphiques
naire,réparations
cap. C. G. N.,"gaz,eau,éléctricité"
architecte,"construction,charpenterie"
cond. C. F. F.,
comm. C.F.F.,commerce de détail
ag. de pol.,administration publique
mécam.,industrie des métaux
méc.,industrie des métaux
magasinier,commerce de détail
gyps.,transports
boulangerie,produits alimentaires
vins,produits alimentaires
cafetier,"hôtellerie,restauration"
prof.,bureaux de consultation
peintre,arts graphiques
plâtrier,"construction,charpenterie"
serrurier,industrie des métaux
chauff. d'auto,transports
inst.,"hôtellerie,restauration"
antiq.,commerce de détail
plâtr.,"construction,charpenterie"
vitrier,"construction,charpenterie"
prof.,bureaux de consultation
maître de mathématiques,bureaux de consultation
relieur,industrie du papier
fabric.,industrie textile
cuisinier,"hôtellerie,restauration"
lithog.,arts graphiques
cordon.,industrie textile
épic.,produits alimentaires
serrurier,industrie des métaux
nég.,"banques,établissements financiers"
télép.,transports
matériel électr.,"gaz,eau,éléctricité"
télép.,transports
pâtis.,produits alimentaires
tabacs,commerce de détail
commis postal,"agences,locations,consultations"
méc.,industrie des métaux
fondé de pouv. BCV.,"banques,établissements financiers"
avoc.,"agences,locations,consultations"
étud.,"agences,locations,consultations"
profess. de danse,arts graphiques
juge fédéral,administration publique
bouch.,réparations
cmpl. C. F. F.,
fonctionn. CFF,transports
man. CFF.,transports
emp. bur.,"employés pour tous,célibataires"
Dr chef de radiolog à l’Hôpital,administration publique
emp.,"employés pour tous,célibataires"
télégraph.,"gaz,eau,éléctricité"
cuisin.,produits alimentaires
horticult.,"journaliers,entretien"
journal.,arts graphiques
ajusteur,réparations
prof. piano,arts graphiques
fille d’office,employées pour le ménage et la ferme
insp. d’ass.,assurances privées
charcut.,produits alimentaires
secrét.,bureaux de consultation
dir. de travaux,"construction,charpenterie"
municipal,administration publique
tapis.,industrie textile
tapissier,"bois,liège,meubles"
chapelier,
journal.,arts graphiques
ouvr. de ville,administration publique
confiseur,produits alimentaires
prof. de coupe,arts graphiques
paveur,"construction,charpenterie"
électricien,"gaz,eau,éléctricité"
blanchisseuse,employées pour le ménage et la ferme
confiseur.,produits alimentaires
cout.,industrie textile
cimentier,pierre et terre
cordonn.,"vêtements, lingerie,chaussures,literies"
primeurs,produits alimentaires
charcut.,produits alimentaires
cafetier,"hôtellerie,restauration"
casserolier,"hôtellerie,restauration"
artiste dramat.,arts graphiques
cout.,industrie textile
plâtrier,"construction,charpenterie"
peintre,arts graphiques
gypsier-peint.,arts graphiques
teinturerie,industrie textile
serrurier,industrie des métaux
lieut. de gend. retraité,administration publique
giletière,"bijouterie,gravure,frappe"
emp.,"employés pour tous,célibataires"
manoeuvre,"journaliers,entretien"
ouv. fabr.,industrie du papier
chauffeur C.F.F.,transports
cordonn.,industrie textile
chauff,transports
méd.,réparations
tailleur,"vêtements, lingerie,chaussures,literies"
mod.,arts graphiques
confis,produits alimentaires
entrepr.,"construction,charpenterie"
diaconesse,"agences,locations,consultations"
serrur.,industrie des métaux
boucher,produits alimentaires
confiseur,produits alimentaires
serrur.,industrie des métaux
charretier,transports
coiffeur,commerce de détail
institutrice,"agences,locations,consultations"
étud.,"agences,locations,consultations"
coiff.,commerce de détail
empl. post.,"employés pour tous,célibataires"
commerc.,commerce de détail
m. d'hôtel,"hôtellerie,restauration"
domest.,employées pour le ménage et la ferme
compt.,"banques,établissements financiers"
postillon,transports
vitrier,"construction,charpenterie"
cordonn.,industrie textile
adjoint C. F. F.,administration publique
prof.,bureaux de consultation
boucherie,produits alimentaires
compt. trams,transports
coif.,arts graphiques
journ.,"journaliers,entretien"
laitier,produits alimentaires
magasin.,commerce de détail
rép.,administration publique
prof.,bureaux de consultation
cout.,industrie textile
asphalt.,pierre et terre
pensionnat,"agences,locations,consultations"
m. d',administration publique
asphaltages,"construction,charpenterie"
poliss.,réparations
infirm.,employées pour le ménage et la ferme
gardien,"journaliers,entretien"
horticult,"journaliers,entretien"
confis.,employées pour le ménage et la ferme
tailleur,"vêtements, lingerie,chaussures,literies"
port. de pain,produits alimentaires
insp. sûreté,administration publique
empl. banq.,"banques,établissements financiers"
journalière,"journalières,entretien"
empl,"employés pour tous,célibataires"
coiff.,commerce de détail
empl. douanes,administration publique
blanchisseur,industrie textile
ébén.,"bois,liège,meubles"
encadreur,arts graphiques
pelllcier,réparations
men.,"employés pour tous,célibataires"
boulang.,produits alimentaires
empl. banque,"banques,établissements financiers"
représentant,"agences,locations,consultations"
typo.,réparations
mait. de pension,"hôtellerie,restauration"
repass.,industrie textile
électricien,"gaz,eau,éléctricité"
imprim.,arts graphiques
cond. typo,réparations
chantfleur,industrie textile
opérateur,"agences,locations,consultations"
électr.,"gaz,eau,éléctricité"
directeur de banque,"banques,établissements financiers"
empl. au téléphone,"agences,locations,consultations"
téléph.,"agences,locations,consultations"
directrice,administration publique
coiffeuse,commerce de détail
prof.,bureaux de consultation
sommelier,"hôtellerie,restauration"
confis.,produits alimentaires
serrur.,industrie des métaux
dir. de l'Ecole Aero.,administration publique
blanchisseuse,employées pour le ménage et la ferme
piano,arts graphiques
emp. postal,administration publique
motocycles,réparations
jardin.,"journaliers,entretien"
lingère,"vêtements, lingerie,chaussures,literies"
gouv.,administration publique
prof. d'anatomie,"agences,locations,consultations"
prof.,bureaux de consultation
reprès.,commerce de détail
repasseuse,industrie textile
emp,"employés pour tous,célibataires"
cout.,industrie textile
imprim.,arts graphiques
industriel forain,transports
g.-malades,"employés pour tous,célibataires"
forain,commerce de détail
sage-f.,employées pour le ménage et la ferme
cordonnier,"vêtements, lingerie,chaussures,literies"
empl. C. F. F.,"employés pour tous,célibataires"
commis B.,commerce de détail
boucher,produits alimentaires
compt.,"banques,établissements financiers"
chauffeur,transports
industriel forain,commerce de détail
rier,transports
avv. de la Harpe,"agences,locations,consultations"
journal.,arts graphiques
empl. de banque,"banques,établissements financiers"
rentier,"affaires immobilières,location"
reprès.,commerce de détail
cout.,"construction,charpenterie"
agricult.,employées pour le ménage et la ferme
cout.,industrie textile
forain,commerce de détail
repasseuse,industrie textile
embal.,produits alimentaires
serrur.,industrie des métaux
'emp. banq.,"banques,établissements financiers"
tonnelier,"bois,liège,meubles"
repass,industrie textile
tional,administration publique
charretier,transports
librairie,commerce de détail
merçante,commerce de détail
profess.,"agences,locations,consultations"
emp.,"employés pour tous,célibataires"
cordon.,industrie textile
nég.,"banques,établissements financiers"
instit. priv.,assurances privées
f. de chambre,employées pour le ménage et la ferme
chauffeur d'auto,transports
cantatrice,arts graphiques
prof. de danse,arts graphiques
épic.-lait.,produits alimentaires
C.F.F.,transports
comm. CFF.,transports
tailleur,industrie textile
men.,"vêtements, lingerie,chaussures,literies"
diaconesse,"agences,locations,consultations"
comm. CFF.,transports
emp.,"employés pour tous,célibataires"
maréchal,réparations
diaconesse,employées pour le ménage et la ferme
tréfil.,industrie des métaux
café de Cour,"hôtellerie,restauration"
man,"employés pour tous,célibataires"
typo.,réparations
canneuse de chaises,"bois,liège,meubles"
boucher,produits alimentaires
g. de peine,"journaliers,entretien"
tailleur,"vêtements, lingerie,chaussures,literies"
sellier,
horlog.,horlogerie
prof. piano,arts graphiques
empl. C. F. F.,"employés pour tous,célibataires"
garde-front.,administration publique
pension,assurances privées
laiterie,produits alimentaires
tailleur de pierres,pierre et terre
libraire,commerce de détail
hôtel de l’Etoile,"hôtellerie,restauration"
insp. d’assur.,assurances privées
menuis.,"construction,charpenterie"
juriste,bureaux de consultation
serrur.,industrie des métaux
volailles,employées pour le ménage et la ferme
instit.,administration publique
employé L. O.,administration publique
étireur,industrie textile
chirurg.,réparations
manœuv.,"journaliers,entretien"
bactériologiste cantonal,administration publique
prof.,"agences,locations,consultations"
nég.,"banques,établissements financiers"
voyag.,transports
sommelier,"hôtellerie,restauration"
boulang.,produits alimentaires
ouvr.,"construction,charpenterie"
médecin,"agences,locations,consultations"
chiffons,industrie textile
cout.,"construction,charpenterie"
casserolier,"hôtellerie,restauration"
commis post.,"agences,locations,consultations"
nég.,"banques,établissements financiers"
chauffeur,transports
commis postal,administration publique
réd.,arts graphiques
profess.,"agences,locations,consultations"
étudiante,administration publique
masseuse,"agences,locations,consultations"
vendeuse,commerce de détail
coiff.,commerce de détail
typo.,réparations
pension,assurances privées
journalière,"journalières,entretien"
sommeli.,"hôtellerie,restauration"
boucher,produits alimentaires
gouvern.,administration publique
emp.,"employés pour tous,célibataires"
instit.,administration publique
emp.,"employés pour tous,célibataires"
électr.,"gaz,eau,éléctricité"
cout.,industrie textile
f. de ch.,"construction,charpenterie"
brod.,industrie textile
plâtrier,"construction,charpenterie"
géom.,bureaux de consultation
contrôl. C. F. F.,administration publique
instit.,administration publique
étud.,bureaux de consultation
charpentier,"construction,charpenterie"
commis postal,"agences,locations,consultations"
instit,administration publique
bureau de placement,"agences,locations,consultations"
sous-secrét,administration publique
prof. mus.,arts graphiques
